,car_name,company,year,kms_driven,fuel_type,Price
3198,Renault Lodgy 110PS RxZ,Renault,2016,72318,Diesel,612000.0
3199,Tata Indigo eGLX BS,Tata,2010,88579,Petrol,150000.0
3200,Toyota Corolla Altis VL,Toyota,2016,69509,Petrol,1143000.0
3201,Volkswagen Vento 1.2 TSI,Volkswagen,2017,68012,Petrol,737000.0
3202,Maruti Swift Dzire ZDI,Maruti,2017,71250,Diesel,775000.0
3203,Maruti Swift Dzire AMT,Maruti,2017,76268,Diesel,646000.0
3204,Toyota Fortuner 3.0 Diesel,Toyota,2011,118649,Diesel,1052000.0
3205,Volkswagen Polo GT 1.0,Volkswagen,2021,19319,Petrol,884000.0
3206,Hyundai i20 1.2 Asta,Hyundai,2018,69826,Petrol,755000.0
3207,Hyundai i10 Magna,Hyundai,2008,43274,Petrol,235000.0
3208,Hyundai i10 Magna 1.1L,Hyundai,2013,45950,Petrol,289000.0
3209,Chevrolet Cruze LTZ,Chevrolet,2016,91649,Diesel,897000.0
3210,Hyundai i10 Magna 1.1L,Hyundai,2011,56936,Petrol,295000.0
3211,MG Hector Plus Smart,MG,2021,9000,Diesel,1795000.0
3212,Jeep Compass 2.0 Limited,Jeep,2017,120422,Diesel,1352000.0
3213,Tata Bolt Quadrajet XM,Tata,2016,133659,Diesel,315000.0
3214,Ford Fiesta 1.4 SXi,Ford,2010,80295,Diesel,225000.0
3215,Hyundai Grand i10 CRDi,Hyundai,2016,55259,Diesel,483000.0
3216,Maruti Celerio X VXI,Maruti,2019,54996,Petrol,377000.0
3217,Tata Nexon XZ Plus,Tata,2021,30903,Diesel,1043000.0
3218,Chevrolet Beat Diesel LT,Chevrolet,2011,77385,Diesel,166000.0
3219,Honda City ZX MT,Honda,2019,38733,Petrol,390000.0
3220,Maruti Wagon R VXI,Maruti,2013,51242,Petrol,272000.0
3221,Hyundai i20 1.4 Sportz,Hyundai,2018,79385,Diesel,683000.0
3222,Maruti Baleno 1.3 Delta,Maruti,2018,57304,Diesel,668000.0
3223,Toyota Corolla Altis G,Toyota,2013,106188,Petrol,420000.0
3224,Renault Triber RXT,Renault,2020,57778,Petrol,586000.0
3225,Jeep Compass 2.0 Limited,Jeep,2017,64011,Diesel,1250000.0
3226,Hyundai Grand i10 Asta,Hyundai,2013,35315,Petrol,360000.0
3227,Hyundai i20 Active 1.2,Hyundai,2016,15000,Petrol,496000.0
3228,Maruti Alto 800 LXI,Maruti,2018,21461,Petrol,247000.0
3229,Renault Pulse RxZ Optional,Renault,2015,90000,Diesel,280000.0
3230,Hyundai Verna 1.4 VTVT,Hyundai,2016,42512,Petrol,500000.0
3231,Honda WR-V i-VTEC VX,Honda,2017,53580,Petrol,575000.0
3232,Ford Endeavour 3.0L 4X4,Ford,2011,25000,Diesel,775000.0
3233,Hyundai i20 Sportz,Hyundai,2022,1619,Petrol,785000.0
3234,Maruti Alto 800 LXI,Maruti,2014,45000,Petrol,210000.0
3235,Hyundai i10 Era,Hyundai,2010,175000,Petrol,175000.0
3236,Mahindra XUV500 W11 BSIV,Mahindra,2018,64000,Diesel,1150000.0
3237,Jeep Compass 2.0 Longitude,Jeep,2018,17000,Diesel,1250000.0
3238,Honda Amaze EX i-Vtech,Honda,2013,48000,Petrol,275000.0
3239,Mahindra Thar CRDe,Mahindra,2018,86000,Diesel,750000.0
3240,Hyundai i10 Sportz,Hyundai,2014,64000,Petrol,235000.0
3241,Honda City EXi,Honda,2008,84000,Petrol,100000.0
3242,Toyota Etios Liva G,Toyota,2014,45000,Petrol,299000.0
3243,Tata Nano Lx,Tata,2010,39000,Petrol,
3244,Maruti Eeco 5 Seater,Maruti,2019,25000,Petrol,415000.0
3245,Maruti Swift Dzire 1.2,Maruti,2012,55000,Petrol,310000.0
3246,Maruti Wagon R VXI,Maruti,2017,48000,Petrol,350000.0
3247,Mahindra Scorpio S3 7,Mahindra,2019,17001,Diesel,905000.0
3248,Jeep Compass 1.4 Limited,Jeep,2019,18000,Petrol,1654000.0
3249,Hyundai Verna 1.6 VTVT,Hyundai,2015,42000,Petrol,495000.0
3250,Mahindra Bolero Power Plus,Mahindra,2017,176000,Diesel,450000.0
3251,Maruti Ertiga ZDI,Maruti,2013,55352,Diesel,525000.0
3252,Maruti Swift Dzire VXI,Maruti,2020,5000,Petrol,624000.0
3253,Mahindra Scorpio 1.99 S10,Mahindra,2017,56231,Diesel,1099000.0
3254,Skoda Rapid 1.6 MPI,Skoda,2019,7000,Petrol,750000.0
3255,Mahindra XUV500 1.99 FWD,Mahindra,2014,80000,Diesel,500000.0
3256,Maruti Swift Dzire Tour,Maruti,2018,120000,Diesel,400000.0
3257,Jeep Compass 2.0 Limited,Jeep,2019,22000,Diesel,1495000.0
3258,Hyundai Accent VIVA CRDi,Hyundai,2005,83000,Diesel,
3259,Hyundai i20 Asta 1.2,Hyundai,2013,80000,Petrol,300000.0
3260,Maruti Alto 800 LXI,Maruti,2014,20000,Petrol,190000.0
3261,Maruti Omni MPI STD,Maruti,2013,35000,Petrol,120000.0
3262,Renault Duster 110PS Diesel,Renault,2015,60000,Diesel,465000.0
3263,Honda City i VTEC,Honda,2015,67000,Petrol,575000.0
3264,Honda City V MT,Honda,2013,65000,Petrol,350000.0
3265,Honda Jazz V,Honda,2018,26000,Petrol,525000.0
3266,Hyundai Xcent 1.2 Kappa,Hyundai,2015,65000,Petrol,350000.0
3267,Maruti Ciaz Delta 1.5,Maruti,2019,35000,Diesel,700000.0
3268,Ford Figo Diesel EXI,Ford,2011,85000,Diesel,160000.0
3269,Hyundai Grand i10 Sportz,Hyundai,2013,60000,Petrol,285000.0
3270,Tata Manza Aqua Quadrajet,Tata,2011,80000,Diesel,175000.0
3271,Hyundai EON Sportz,Hyundai,2015,60000,Petrol,195000.0
3272,Maruti Ciaz AT ZXi,Maruti,2015,430000,Petrol,550000.0
3273,Toyota Corolla Altis GL,Toyota,2011,50000,Petrol,295000.0
3274,Mahindra Bolero SLX,Mahindra,2014,120000,Diesel,425000.0
3275,Tata New Safari XT,Tata,2021,18000,Diesel,1698999.0
3276,Ford Ecosport 1.5 DV5,Ford,2014,42130,Diesel,449000.0
3277,Mahindra XUV500 W10 2WD,Mahindra,2017,64000,Diesel,1100000.0
3278,Honda Accord 2.4 MT,Honda,2009,63000,Petrol,325000.0
3279,Hyundai i20 Active 1.2,Hyundai,2015,47000,Petrol,434999.0
3280,Toyota Etios 2014-2016 GD,Toyota,2016,67000,Diesel,525000.0
3281,Hyundai Santro Xing GL,Hyundai,2008,40000,Petrol,150000.0
3282,Mahindra Marazzo M8 8Str,Mahindra,2019,99000,Diesel,800000.0
3283,Hyundai i20 Magna,Hyundai,2021,7500,Petrol,685000.0
3284,Hyundai Verna 1.6 SX,Hyundai,2012,50000,Diesel,295000.0
3285,Hyundai Verna 1.6 VTVT,Hyundai,2017,41000,Petrol,625000.0
3286,Maruti Estilo LXI,Maruti,2009,50000,Petrol,125000.0
3287,Hyundai Santro Xing GL,Hyundai,2012,15000,Petrol,175000.0
3288,Hyundai Santro Xing GL,Hyundai,2008,40000,Petrol,
3289,Tata Harrier XZ BSIV,Tata,2019,20000,Diesel,1300000.0
3290,Hyundai Verna 1.6 VTVT,Hyundai,2016,29000,Petrol,500000.0
3291,Honda Brio S MT,Honda,2013,13000,Petrol,285000.0
3292,Honda Amaze S Petrol,Honda,2019,27000,Petrol,535000.0
3293,Volkswagen Vento Petrol Comfortline,Volkswagen,2013,50000,Petrol,325000.0
3294,Maruti Ciaz 1.4 Sigma,Maruti,2017,48000,Petrol,500000.0
3295,Honda City i VTEC,Honda,2017,39000,Petrol,775000.0
3296,Honda City i VTEC,Honda,2017,41000,Petrol,800000.0
3297,Maruti Ertiga VDI Limited,Maruti,2012,74988,Diesel,465000.0
3298,Hyundai Verna CRDi 1.6,Hyundai,2018,24494,Diesel,723000.0
3299,Toyota Corolla Altis JS,Toyota,2017,26000,Petrol,800000.0
3300,Maruti Ertiga VDI,Maruti,2014,80000,Diesel,465000.0
3301,Hyundai EON D Lite,Hyundai,2012,60000,Petrol,130000.0
3302,Maruti Swift VXI,Maruti,2013,60000,Petrol,300000.0
3303,Maruti Ertiga 1.5 ZDI,Maruti,2015,44304,Diesel,645000.0
3304,Honda Amaze SX i-VTEC,Honda,2014,32000,Petrol,365000.0
3305,Maruti S-Presso VXI 2019-2022,Maruti,2020,24531,Petrol,430000.0
3306,Renault Triber RXT,Renault,2020,35000,Petrol,580000.0
3307,Honda City i VTEC,Honda,2015,73000,Petrol,525000.0
3308,Hyundai EON Sportz,Hyundai,2015,31000,Petrol,254999.0
3309,Maruti Swift VXi BSIV,Maruti,2011,43000,Petrol,247000.0
3310,Hyundai EON Magna Plus,Hyundai,2018,5000,Petrol,357000.0
3311,Tata Indigo eGLS BS,Tata,2010,25000,Petrol,125000.0
3312,Hyundai Grand i10 Magna,Hyundai,2017,90000,Petrol,400000.0
3313,Maruti Ciaz ZDi Plus,Maruti,2016,56150,Diesel,565000.0
3314,Mahindra KUV 100 NXT,Mahindra,2017,20000,Diesel,360000.0
3315,Honda City i VTEC,Honda,2015,60000,Petrol,490000.0
3316,Maruti Baleno 1.2 Delta,Maruti,2019,25000,Petrol,450000.0
3317,Datsun GO T BSIV,Datsun,2014,25000,Petrol,160000.0
3318,Toyota Innova 2.5 V,Toyota,2009,18000,Diesel,850000.0
3319,Tata Punch Adventure,Tata,2021,12000,Petrol,650000.0
3320,Maruti Alto 800 VXI,Maruti,2017,15000,Petrol,231000.0
3321,Honda City S,Honda,2013,55000,Petrol,350000.0
3322,Maruti Swift Dzire LDI,Maruti,2013,70000,Diesel,229999.0
3323,Mahindra Scorpio VLX 2WD,Mahindra,2011,300000,Diesel,350000.0
3324,Honda City i DTEC,Honda,2014,52314,Diesel,400000.0
3325,Land Rover Range Rover,Land,2020,19000,Petrol,7150000.0
3326,Nissan Micra XV CVT,Nissan,2017,16937,Petrol,325000.0
3327,Maruti Baleno 1.2 CVT,Maruti,2019,25000,Petrol,450000.0
3328,Volkswagen Ameo 1.5 TDI,Volkswagen,2017,40000,Diesel,470000.0
3329,Maruti Wagon R Stingray,Maruti,2015,70000,Petrol,280000.0
3330,Hyundai Xcent 1.2 Kappa,Hyundai,2015,46000,Petrol,320000.0
3331,Ford Figo Diesel Titanium,Ford,2011,70000,Diesel,125000.0
3332,Hyundai i10 Era,Hyundai,2009,40000,Petrol,130000.0
3333,Hyundai i20 Sportz Plus,Hyundai,2019,17500,Petrol,580000.0
3334,Mahindra Bolero Power Plus,Mahindra,2017,70000,Diesel,480000.0
3335,Renault Scala Diesel RxZ,Renault,2013,67000,Diesel,300000.0
3336,Maruti Wagon R VXI,Maruti,2016,20000,Petrol,350000.0
3337,Toyota Fortuner 4x2 AT,Toyota,2015,120000,Diesel,1400000.0
3338,Toyota Fortuner 4x2 AT,Toyota,2015,120000,Diesel,1300000.0
3339,Tata Zest Quadrajet 1.3,Tata,2018,100000,Diesel,250000.0
3340,Chevrolet Spark 1.0 LS,Chevrolet,2010,30000,Petrol,
3341,Hyundai EON 1.0 Magna,Hyundai,2017,15000,Petrol,300000.0
3342,Maruti Wagon R VXI,Maruti,2012,30000,Petrol,190000.0
3343,Maruti Vitara Brezza VDi,Maruti,2019,40000,Diesel,700000.0
3344,Mahindra Bolero B6 Opt,Mahindra,2020,50000,Diesel,850000.0
3345,Maruti Alto LX,Maruti,2002,70000,Petrol,
3346,Tata New Safari XZ,Tata,2022,5000,Diesel,2200000.0
3347,Tata Zest Revotron 1.2,Tata,2015,15000,Petrol,450000.0
3348,Honda WR-V i-VTEC VX,Honda,2019,60000,Petrol,850000.0
3349,Tata Bolt Revotron XT,Tata,2015,50000,Petrol,300000.0
3350,Hyundai Verna 1.6 SX,Hyundai,2014,46000,Petrol,461000.0
3351,Hyundai Verna 1.6 CRDi,Hyundai,2014,55000,Diesel,430999.0
3352,Hyundai Xcent 1.2 Kappa,Hyundai,2014,50000,Petrol,350000.0
3353,Renault Scala Diesel RxZ,Renault,2013,6400,Diesel,250000.0
3354,Hyundai EON D Lite,Hyundai,2015,40000,Petrol,160000.0
3355,Tata Indigo CR4,Tata,2011,20000,Diesel,165000.0
3356,Honda Amaze VX i-VTEC,Honda,2017,60000,Petrol,380000.0
3357,Maruti Wagon R ZXI,Maruti,2020,40000,Petrol,525000.0
3358,Mahindra Scorpio 1.99 S10,Mahindra,2015,130000,Diesel,750000.0
3359,Maruti Wagon R VXI,Maruti,2017,30000,Petrol,315000.0
3360,Hyundai Venue S,Hyundai,2021,15000,Petrol,741000.0
3361,Hyundai Verna CRDi 1.6,Hyundai,2019,40000,Diesel,860000.0
3362,Renault Duster 85PS Diesel,Renault,2017,50000,Diesel,675000.0
3363,Honda Amaze EX i-Dtech,Honda,2013,120000,Diesel,265000.0
3364,Kia Seltos HTX G,Kia,2020,10000,Petrol,1200000.0
3365,Hyundai i10 Magna,Hyundai,2009,75000,Petrol,135000.0
3366,Hyundai i10 Magna 1.2,Hyundai,2008,50000,Petrol,
3367,Tata Indigo LS TDI,Tata,2010,120000,Diesel,110000.0
3368,Tata Tiago 1.2 Revotron,Tata,2018,50000,Petrol,310000.0
3369,Renault Triber RXE,Renault,2020,5000,Petrol,550000.0
3370,Volkswagen Polo Diesel Comfortline,Volkswagen,2010,80000,Diesel,180000.0
3371,Renault Duster 85PS Diesel,Renault,2015,40000,Diesel,405000.0
3372,Maruti Swift Dzire VXI,Maruti,2020,30000,Petrol,610000.0
3373,Toyota Innova 2.5 EV,Toyota,2005,120000,Diesel,180000.0
3374,Tata Indigo LS (TDI),Tata,2008,40000,Diesel,
3375,Hyundai i10 Magna 1.2,Hyundai,2008,70000,Petrol,120000.0
3376,Mahindra XUV500 W6 2WD,Mahindra,2014,120000,Diesel,738000.0
3377,Maruti Alto 800 VXI,Maruti,2022,5000,Petrol,428000.0
3378,Maruti Baleno Delta,Maruti,2019,35000,Petrol,525000.0
3379,Maruti Vitara Brezza VDi,Maruti,2017,40000,Diesel,600000.0
3380,Hyundai i20 Asta Option,Hyundai,2017,20000,Petrol,520000.0
3381,Maruti Baleno 1.2 Sigma,Maruti,2017,80000,Petrol,420000.0
3382,Maruti Wagon R LXI,Maruti,2013,15000,Petrol,370000.0
3383,Maruti Vitara Brezza VDi,Maruti,2017,70000,Diesel,545000.0
3384,Honda Amaze S i-DTEC,Honda,2016,120000,Diesel,400000.0
3385,Hyundai EON D Lite,Hyundai,2018,25000,Petrol,229999.0
3386,Maruti Alto 800 LXI,Maruti,2015,25000,Petrol,250000.0
3387,Hyundai i20 1.2 Sportz,Hyundai,2011,60000,Petrol,229999.0
3388,Chevrolet Aveo 1.4 LS,Chevrolet,2007,80000,Petrol,165000.0
3389,Ford Ecosport 1.5 DV5,Ford,2013,80000,Diesel,300000.0
3390,Maruti Swift Dzire VDi,Maruti,2012,90000,Diesel,270000.0
3391,Hyundai Xcent 1.2 Kappa,Hyundai,2016,37000,Petrol,330000.0
3392,Maruti Alto K10 LXI,Maruti,2015,50000,Petrol,300000.0
3393,Maruti Zen LXi -,Maruti,2004,50000,Petrol,
3394,Maruti Baleno 1.2 Delta,Maruti,2017,19493,Petrol,549000.0
3395,Maruti Alto LXi BSIII,Maruti,2007,35000,Petrol,105000.0
3396,Honda Amaze S i-Dtech,Honda,2014,60000,Diesel,280000.0
3397,Hyundai Xcent 1.2 CRDi,Hyundai,2018,50000,Diesel,450000.0
3398,Maruti Alto LXi BSIII,Maruti,2005,80000,Petrol,
3399,Maruti Zen LX BSII,Maruti,2004,78527,Petrol,
3400,Hyundai Creta 1.4 CRDi,Hyundai,2016,94000,Diesel,700000.0
3401,Honda City VX MT,Honda,2022,5000,Diesel,900000.0
3402,Hyundai Grand i10 Sportz,Hyundai,2016,40000,Petrol,300000.0
3403,Hyundai i20 1.2 Magna,Hyundai,2011,53128,Petrol,225000.0
3404,Skoda Superb Elegance 1.8,Skoda,2011,39959,Petrol,377000.0
3405,Renault KWID Climber 1.0,Renault,2018,4768,Petrol,355000.0
3406,Hyundai i20 1.2 Sportz,Hyundai,2011,54004,Petrol,216000.0
3407,Maruti Wagon R VXI,Maruti,2017,16570,Petrol,354000.0
3408,Maruti Alto 800 VXI,Maruti,2019,7869,Petrol,322000.0
3409,Maruti SX4 Vxi BSIV,Maruti,2012,67640,Petrol,210000.0
3410,Maruti Alto LXi,Maruti,2010,8934,Petrol,129000.0
3411,Toyota Etios 2014-2016 V,Toyota,2015,20241,Petrol,417000.0
3412,Honda City 1.5 S,Honda,2009,67343,Petrol,231999.0
3413,Maruti Alto 800 LXI,Maruti,2012,10065,Petrol,163000.0
3414,Maruti Baleno Zeta,Maruti,2020,57628,Petrol,612000.0
3415,Honda City i VTEC,Honda,2015,72375,Petrol,555000.0
3416,Hyundai i10 Era,Hyundai,2008,19328,Petrol,140000.0
3417,Maruti Alto LXi BSIII,Maruti,2009,24941,Petrol,108000.0
3418,Hyundai i10 Sportz,Hyundai,2011,56441,Petrol,206999.0
3419,Maruti Alto 800 LXI,Maruti,2013,89865,Petrol,156000.0
3420,Maruti Alto 800 LXI,Maruti,2017,25919,Petrol,250999.0
3421,Maruti Swift Dzire 1.2,Maruti,2010,17363,Petrol,229999.0
3422,Maruti Swift Dzire 1.2,Maruti,2012,60726,Petrol,275000.0
3423,Maruti Swift RS VXI,Maruti,2013,54842,Petrol,299000.0
3424,Mahindra TUV 300 mHAWK100,Mahindra,2018,31916,Diesel,643000.0
3425,Hyundai i10 Magna 1.1L,Hyundai,2013,35457,Petrol,250000.0
3426,Hyundai i10 Sportz 1.1L,Hyundai,2013,34640,Petrol,252000.0
3427,Honda City 1.5 V,Honda,2010,39398,Petrol,254000.0
3428,Maruti Alto LXi BSIII,Maruti,2010,42919,Petrol,113999.0
3429,Maruti Swift Dzire VDI,Maruti,2012,38359,Diesel,328000.0
3430,Honda City S,Honda,2011,101875,Petrol,290000.0
3431,Hyundai i10 Magna Optional,Hyundai,2008,21976,Petrol,161000.0
3432,Hyundai Creta 1.6 VTVT,Hyundai,2018,65531,Petrol,713000.0
3433,Renault Duster Petrol RXS,Renault,2019,5044,Petrol,706000.0
3434,Maruti Swift Dzire LDI,Maruti,2020,66906,Diesel,570000.0
3435,Fiat Avventura MULTIJET Emotion,Fiat,2014,47547,Diesel,335000.0
3436,Maruti Zen Estilo LXI,Maruti,2010,25347,Petrol,154000.0
3437,Maruti Ertiga BSIV VXI,Maruti,2017,49712,Petrol,621000.0
3438,Toyota Camry Hybrid 2.5,Toyota,2019,4781,Petrol,3390000.0
3439,Mahindra Marazzo M2 8Str,Mahindra,2019,21716,Diesel,858000.0
3440,Maruti Eeco 5 Seater,Maruti,2012,55160,Petrol,198000.0
3441,Mahindra Xylo E4,Mahindra,2010,50788,Diesel,231000.0
3442,Maruti Eeco 5 Seater,Maruti,2010,58475,Petrol,155000.0
3443,Hyundai Xcent 1.2 Kappa,Hyundai,2014,94321,Petrol,298000.0
3444,Renault Pulse RxL,Renault,2013,23907,Diesel,210000.0
3445,Hyundai Venue SX Opt,Hyundai,2019,42060,Petrol,846000.0
3446,Hyundai i20 1.2 Asta,Hyundai,2017,25258,Petrol,553000.0
3447,Tata Tiago 1.2 Revotron,Tata,2017,31043,Petrol,351000.0
3448,Mahindra KUV 100 NXT,Mahindra,2018,39057,Petrol,341000.0
3449,Hyundai Santro Xing (Non-AC),Hyundai,2011,20484,Petrol,112999.0
3450,Honda Mobilio V i-VTEC,Honda,2014,55517,Petrol,426000.0
3451,Honda City S,Honda,2013,53234,Petrol,356000.0
3452,Maruti Ritz LXI,Maruti,2009,51007,Petrol,156000.0
3453,Maruti Swift 1.3 ZXI,Maruti,2008,53755,Petrol,146000.0
3454,Tata Hexa XMA,Tata,2018,62144,Diesel,1036999.0
3455,Maruti Wagon R LXI,Maruti,2009,45130,Petrol,123000.0
3456,Toyota Fortuner 4x4 MT,Toyota,2015,155124,Diesel,1347000.0
3457,Hyundai Creta 1.6 SX,Hyundai,2018,30730,Petrol,996000.0
3458,Maruti Swift Dzire VXI,Maruti,2014,107488,Petrol,318000.0
3459,Hyundai Verna 1.6 SX,Hyundai,2014,86336,Diesel,418000.0
3460,Hyundai i20 Active 1.2,Hyundai,2017,31253,Petrol,551000.0
3461,Mercedes-Benz C-Class C 220,Mercedes-Benz,2015,33235,Diesel,1589000.0
3462,Maruti S-Presso VXI AT,Maruti,2021,2258,Petrol,488000.0
3463,Maruti Ertiga VDI,Maruti,2015,100169,Diesel,496000.0
3464,Jeep Compass 1.4 Limited,Jeep,2018,34000,Petrol,1280000.0
3465,MG Hector Sharp CVT,MG,2021,7000,Petrol,1755999.0
3466,Renault Triber RXZ,Renault,2021,5900,Petrol,655000.0
3467,Jeep Compass 1.4 Limited,Jeep,2017,27398,Petrol,1185000.0
3468,Renault KWID RXT,Renault,2015,43259,Petrol,248000.0
3469,Renault Duster 85PS Diesel,Renault,2018,15016,Diesel,675000.0
3470,Maruti Swift VXi BSIV,Maruti,2010,30686,Petrol,254999.0
3471,Maruti Zen Estilo LXI,Maruti,2010,39543,Petrol,185000.0
3472,Skoda New Laura Ambiente,Skoda,2010,93913,Diesel,323000.0
3473,Maruti Swift Dzire VXI,Maruti,2018,27729,Petrol,570000.0
3474,Hyundai Creta 1.6 CRDi,Hyundai,2017,51501,Diesel,844999.0
3475,Maruti Wagon R LX,Maruti,2008,90147,Petrol,
3476,Honda Amaze S i-VTEC,Honda,2018,16419,Petrol,525000.0
3477,Maruti Wagon R LXI,Maruti,2008,48368,Petrol,
3478,Hyundai i20 Active 1.2,Hyundai,2015,33193,Petrol,470000.0
3479,Maruti Swift VXI,Maruti,2016,39260,Petrol,415000.0
3480,Honda Jazz 1.2 SV,Honda,2015,55212,Petrol,395000.0
3481,Maruti Alto K10 2010-2014,Maruti,2014,81674,Petrol,181000.0
3482,Toyota Etios VX,Toyota,2011,27321,Petrol,239000.0
3483,Honda Amaze E i-Vtech,Honda,2015,42815,Petrol,319000.0
3484,Hyundai Xcent 1.2 Kappa,Hyundai,2016,39977,Petrol,381000.0
3485,Hyundai Grand i10 CRDi,Hyundai,2013,64669,Diesel,256000.0
3486,Maruti Omni E MPI,Maruti,2019,12603,Petrol,258000.0
3487,Maruti Wagon R VXI,Maruti,2013,32500,Petrol,190000.0
3488,Maruti Alto 800 LXI,Maruti,2017,7169,Petrol,267000.0
3489,Hyundai EON Era Plus,Hyundai,2012,10482,Petrol,186000.0
3490,Ford Figo Petrol Titanium,Ford,2013,48111,Petrol,202999.0
3491,Hyundai i20 Active 1.4,Hyundai,2015,63210,Diesel,392000.0
3492,Maruti Ciaz Alpha BSIV,Maruti,2018,35289,Petrol,677000.0
3493,Datsun GO Plus T,Datsun,2014,27352,Petrol,160000.0
3494,Hyundai Creta 1.6 SX,Hyundai,2019,25572,Petrol,1146000.0
3495,Maruti Eeco 5 Seater,Maruti,2013,67967,Petrol,208000.0
3496,Honda Jazz ZX,Honda,2021,10834,Petrol,671000.0
3497,Maruti Swift Dzire ZDI,Maruti,2017,56000,Diesel,586000.0
3498,Maruti Alto 800 LXI,Maruti,2017,24000,Petrol,249000.0
3499,Maruti Swift AMT VXI,Maruti,2019,34000,Petrol,555000.0
3500,Maruti Swift Dzire AMT,Maruti,2017,13000,Petrol,599000.0
3501,Maruti SX4 S Cross,Maruti,2015,158066,Diesel,440000.0
3502,Maruti Swift VXI,Maruti,2011,22543,Petrol,225000.0
3503,Honda Brio VX,Honda,2014,46767,Petrol,317000.0
3504,Maruti Wagon R AMT,Maruti,2017,7848,Petrol,378000.0
3505,Skoda Rapid 1.6 MPI,Skoda,2016,71245,Petrol,385000.0
3506,MG Hector Plus Sharp,MG,2022,1923,Petrol,1989000.0
3507,Hyundai i20 Sportz 1.2,Hyundai,2017,38463,Petrol,512000.0
3508,Honda BR-V Style Edition,Honda,2016,28000,Petrol,699000.0
3509,Mahindra KUV 100 NXT,Mahindra,2017,19000,Petrol,349000.0
3510,Mercedes-Benz S-Class Maybach S500,Mercedes-Benz,2017,24500,Petrol,11900000.0
3511,Audi S5 3.0L TFSI,Audi,2021,11400,Petrol,6900000.0
3512,Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,2020,10400,Diesel,4799000.0
3513,Mercedes-Benz GLA Class 200,Mercedes-Benz,2015,26000,Petrol,1800000.0
3514,Hyundai i20 Sportz Plus,Hyundai,2019,30000,Petrol,569000.0
3515,Maruti Baleno Alpha,Maruti,2018,24000,Petrol,599000.0
3516,Hyundai Verna CRDi,Hyundai,2009,100004,Diesel,125000.0
3517,Maruti Alto STD,Maruti,2008,25373,Petrol,
3518,Mahindra KUV 100 NXT,Mahindra,2017,25635,Petrol,326000.0
3519,Mahindra KUV 100 mFALCON,Mahindra,2016,46982,Petrol,281000.0
3520,Maruti Ritz VDi,Maruti,2011,94989,Diesel,192000.0
3521,Maruti Zen Estilo VXI,Maruti,2008,18322,Petrol,112000.0
3522,Ford Ecosport 1.5 Petrol,Ford,2019,34364,Petrol,687000.0
3523,Hyundai Creta SX,Hyundai,2021,17893,Petrol,1362000.0
3524,Hyundai Venue SX Plus,Hyundai,2019,15224,Petrol,984000.0
3525,Hyundai Verna 1.4 VTVT,Hyundai,2014,90228,Petrol,399000.0
3526,Maruti Swift VVT VXI,Maruti,2014,76279,Petrol,307000.0
3527,Honda BR-V i-DTEC V,Honda,2016,68861,Diesel,588000.0
3528,Skoda Fabia 1.2 MPI,Skoda,2011,52816,Petrol,144000.0
3529,Toyota Fortuner 3.0 Diesel,Toyota,2009,314273,Diesel,634000.0
3530,Chevrolet Spark 1.0 PS,Chevrolet,2009,5439,Petrol,
3531,Hyundai i20 1.2 Magna,Hyundai,2017,64164,Petrol,465000.0
3532,Ford Figo Diesel ZXI,Ford,2012,60834,Diesel,202000.0
3533,MG Hector Sharp DCT,MG,2019,14700,Petrol,1550000.0
3534,Maruti Alto 800 LXI,Maruti,2022,25000,Petrol,239000.0
3535,Tata Nexon XM,Tata,2022,10000,Petrol,800000.0
3536,Audi A3 35 TDI,Audi,2020,39000,Diesel,2580000.0
3537,Mahindra Bolero Plus AC,Mahindra,2014,80000,Diesel,420000.0
3538,Honda CR-V Special Edition,Honda,2020,25000,Petrol,2250000.0
3539,Honda Amaze SX i-DTEC,Honda,2015,75656,Diesel,350000.0
3540,Maruti Vitara Brezza ZDi,Maruti,2019,30000,Diesel,850000.0
3541,Ford Ecosport 1.5 Petrol,Ford,2017,60000,Petrol,520000.0
3542,Mahindra Xylo E4 BS,Mahindra,2011,120000,Diesel,180000.0
3543,Ford Figo Diesel Titanium,Ford,2013,100000,Diesel,185000.0
3544,Maruti Swift Dzire LDI,Maruti,2015,70000,Diesel,350000.0
3545,Maruti Swift Dzire VDI,Maruti,2015,120000,Diesel,420000.0
3546,Maruti Alto 800 LXI,Maruti,2014,50000,Petrol,175000.0
3547,Chevrolet Beat Diesel LS,Chevrolet,2012,90000,Diesel,120000.0
3548,Hyundai i10 Magna,Hyundai,2008,70000,Petrol,114999.0
3549,Maruti Alto LXi,Maruti,2007,50000,Petrol,
3550,Mahindra Bolero DI -,Mahindra,2014,25000,Diesel,450000.0
3551,Maruti SX4 S Cross,Maruti,2017,65000,Diesel,660000.0
3552,Jeep Compass 2.0 Limited,Jeep,2018,90000,Diesel,1500000.0
3553,Maruti Vitara Brezza VDi,Maruti,2019,30000,Diesel,810000.0
3554,Chevrolet Beat LT,Chevrolet,2011,60000,Petrol,175000.0
3555,Maruti Ignis Sigma,Maruti,2021,10000,Petrol,500000.0
3556,MG Hector Sharp Diesel,MG,2020,30000,Diesel,1570000.0
3557,MG Hector Sharp Diesel,MG,2020,32000,Diesel,1500000.0
3558,Mahindra Thar 4X4,Mahindra,2014,10000,Diesel,690000.0
